,year,co2,gdp
8779,2009,37.622,112082665472.0
8780,2010,38.404,117478088704.0
8781,2011,37.985,120534253568.0
8782,2012,35.91,122527850496.0
8783,2013,35.566,124358402048.0
8784,2014,33.656,127551856640.0
8785,2015,34.468,132440055808.0
8786,2016,34.913,136796127232.0
8787,2017,36.113,140963397632.0
8788,2018,36.103,146456461312.0
8789,1952,2.086,5859763712.0
8790,1953,2.072,6150274560.0
8791,1954,2.473,6976971264.0
8792,1955,2.832,7590530048.0
8793,1956,3.24,7454742528.0
8794,1957,3.516,8327636480.0
8795,1958,3.465,9249693696.0
8796,1959,3.972,9762128896.0
8797,1960,4.34,11161321472.0
8798,1961,4.55,12197563392.0
8799,1962,4.668,12706436096.0
8800,1963,5.193,14149493760.0
8801,1964,5.885,15456943104.0
8802,1965,6.056,15534679040.0
8803,1966,6.001,16367619072.0
8804,1967,6.062,16903905280.0
8805,1968,6.483,17941241856.0
8806,1969,6.721,19626629120.0
8807,1970,8.789,21454485504.0
8808,1971,9.465,23020566528.0
8809,1972,8.858,24178962432.0
8810,1973,10.584,25685161984.0
8811,1974,10.621,28130482176.0
8812,1975,11.074,29627009024.0
8813,1976,11.42,30287036416.0
8814,1977,11.093,32483958784.0
8815,1978,12.395,35212529664.0
8816,1979,13.48,37880569856.0
8817,1980,13.241,38769782784.0
8818,1981,14.393,38493790208.0
8819,1982,13.205,38220808192.0
8820,1983,14.222,38418329600.0
8821,1984,15.0,39160930304.0
8822,1985,15.301,39553527808.0
8823,1986,15.98,40810430464.0
8824,1987,15.576,40573333504.0
8825,1988,16.145,39398326272.0
8826,1989,16.065,39202217984.0
8827,1990,15.095,36026961920.0
8828,1991,13.974,32680462336.0
8829,1992,13.883,30763878400.0
8830,1993,14.247,31503259648.0
8831,1994,14.637,33038143488.0
8832,1995,15.354,35329814528.0
8833,1996,15.999,36416385024.0
8834,1997,16.507,38114369536.0
8835,1998,16.039,39200575488.0
8836,1999,15.412,41091821568.0
8837,2000,15.054,42615771136.0
8838,2001,16.303,43686670336.0
8839,2002,16.564,45168627712.0
8840,2003,16.271,46254137344.0
8841,2004,16.705,48061218816.0
8842,2005,16.932,49771966464.0
8843,2006,17.178,52362579968.0
8844,2007,17.343,55758200832.0
8845,2008,18.278,57353908224.0
8846,2009,16.204,52654862336.0
8847,2010,16.46,53079736320.0
8848,2011,16.359,53196414976.0
8849,2012,15.761,51766657024.0
8850,2013,15.133,51204718592.0
8851,2014,13.568,52794142720.0
8852,2015,13.653,54016270336.0
8853,2016,14.465,55372836864.0
8854,2017,14.622,58049191936.0
8855,2018,14.527,60439879680.0
8856,1950,61.031,54940790784.0
8857,1951,65.142,57515675648.0
8858,1952,70.883,59556102144.0
8859,1953,70.996,62355161088.0
8860,1954,73.898,66022801408.0
8861,1955,82.936,69327536128.0
8862,1956,87.263,73183059968.0
8863,1957,89.652,75976884224.0
8864,1958,96.253,77574438912.0
8865,1959,94.473,81038573568.0
8866,1960,97.844,84418519040.0
8867,1961,102.12,88081186816.0
8868,1962,105.67,93013180416.0
8869,1963,109.725,99827408896.0
8870,1964,119.546,106518454272.0
8871,1965,128.14,112882728960.0
8872,1966,128.235,117778087936.0
8873,1967,133.76,125836943360.0
8874,1968,137.954,131293347840.0
8875,1969,143.143,139369758720.0
8876,1970,149.618,146627018752.0
8877,1971,168.403,153821282304.0
8878,1972,171.554,156779560960.0
8879,1973,173.352,163375546368.0
8880,1974,176.544,172551372800.0
8881,1975,185.001,175749496832.0
8882,1976,192.905,180034633728.0
8883,1977,199.735,179681542144.0
8884,1978,201.876,185013862400.0
8885,1979,218.667,192300236800.0
8886,1980,228.198,204702613504.0
8887,1981,257.075,215434543104.0
8888,1982,280.433,214585933824.0
8889,1983,291.902,210671517696.0
8890,1984,315.593,221387587584.0
8891,1985,323.861,218712375296.0
8892,1986,330.497,218892222464.0
8893,1987,328.665,223307087872.0
8894,1988,342.655,232506867712.0
8895,1989,340.711,237353615360.0
8896,1990,312.93,235128504320.0
8897,1991,326.027,237173669888.0
8898,1992,301.325,236546768896.0
8899,1993,320.345,244041351168.0
8900,1994,338.573,256732102656.0
8901,1995,361.578,269822885888.0
8902,1996,363.609,286805360640.0
8903,1997,385.017,300044517376.0
8904,1998,377.016,307359744000.0
8905,1999,374.687,320626884608.0
8906,2000,378.055,340328906752.0
8907,2001,371.37,356322443264.0
8908,2002,356.305,376468996096.0
8909,2003,404.117,394999857152.0
8910,2004,449.024,420863967232.0
8911,2005,415.931,451561291776.0
8912,2006,446.555,485980667904.0
8913,2007,464.887,521805725696.0
8914,2008,495.0,548744658944.0
8915,2009,480.403,550669123584.0
8916,2010,462.807,578235138048.0
8917,2011,465.775,608683556864.0
8918,2012,458.954,622114308096.0
8919,2013,458.628,637619470336.0
8920,2014,471.866,648455192576.0
8921,2015,446.221,656850354176.0
8922,2016,456.973,658694340608.0
8923,2017,439.38,668014870528.0
8924,2018,435.237,673272168448.0
8925,1928,21.509,89771139072.0
8926,1929,23.97,96855326720.0
8927,1930,23.636,91974737920.0
8928,1931,22.531,89657221120.0
8929,1932,21.176,92146835456.0
8930,1933,18.706,89010176000.0
8931,1934,20.245,92112265216.0
8932,1935,22.455,93547675648.0
8933,1936,8.055,71353556992.0
8934,1937,5.245,66464120832.0
8935,1938,13.221,66635444224.0
8936,1939,15.714,73616547840.0
8937,1940,21.619,81649688576.0
8938,1941,21.508,82898984960.0
8939,1942,23.058,88861704192.0
8940,1943,23.849,93700235264.0
8941,1944,25.791,97759543296.0
8942,1945,28.267,89974317056.0
8943,1946,28.087,93812678656.0
8944,1947,31.172,95634399232.0
8945,1948,32.714,95425888256.0
8946,1949,35.755,94981185536.0
8947,1950,33.035,97210105856.0
8948,1951,33.115,107249459200.0
8949,1952,37.603,117197217792.0
8950,1953,38.931,117117583360.0
8951,1954,39.724,125773463552.0
8952,1955,40.272,130233868288.0
8953,1956,42.333,141062930432.0
8954,1957,50.213,146223906816.0
8955,1958,55.873,155829633024.0
8956,1959,52.079,154446086144.0
8957,1960,48.866,154339655680.0
8958,1961,53.607,172660047872.0
8959,1962,59.976,189534486528.0
8960,1963,58.743,208662675456.0
8961,1964,64.324,220440281088.0
8962,1965,71.02,238067073024.0
8963,1966,77.617,255754010624.0
8964,1967,86.394,269865009152.0
8965,1968,97.017,286057431040.0
8966,1969,96.737,312399527936.0
8967,1970,116.766,322199191552.0
8968,1971,128.459,338325897216.0
8969,1972,144.716,372604076032.0
8970,1973,154.957,405429714944.0
8971,1974,172.666,435862962176.0
8972,1975,181.054,448847380480.0
8973,1976,197.746,469865955328.0
8974,1977,194.829,486169149440.0
8975,1978,199.514,500314800128.0
8976,1979,202.747,508933406720.0
8977,1980,213.912,525136953344.0
8978,1981,206.096,524547358720.0
8979,1982,208.599,533475590144.0
8980,1983,203.435,543627968512.0
8981,1984,197.667,548895817728.0
8982,1985,199.931,566076964864.0
8983,1986,189.113,589787037696.0
8984,1987,189.508,632511266816.0
8985,1988,197.458,674538651648.0
8986,1989,224.885,719939436544.0
8987,1990,231.328,756125007872.0
8988,1991,241.074,787366543360.0
8989,1992,249.939,805944623104.0
8990,1993,241.299,799270240256.0
8991,1994,253.804,827806515200.0
8992,1995,267.577,865578975232.0
8993,1996,255.049,895966511104.0
8994,1997,267.59,937387425792.0
8995,1998,276.185,988972449792.0
8996,1999,299.722,1044700856320.0
8997,2000,311.675,1108745388032.0
8998,2001,313.621,1164389515264.0
8999,2002,333.73,1206112747520.0
9000,2003,338.046,1254542540800.0
9001,2004,354.828,1307501395968.0
9002,2005,370.066,1365024047104.0
9003,2006,361.12,1434224295936.0
9004,2007,368.986,1498934280192.0
9005,2008,337.182,1528105271296.0
9006,2009,297.748,1486563442688.0
9007,2010,284.283,1498927202304.0
9008,2011,285.132,1495441604608.0
9009,2012,279.385,1453746159616.0
9010,2013,253.103,1429213675520.0
9011,2014,255.459,1450312204288.0
9012,2015,272.165,1497526566912.0
9013,2016,261.228,1417044295680.0
9014,2017,275.053,1458021990400.0
9015,2018,270.052,1492300201984.0
9016,1950,1.627,15043594240.0
9017,1951,1.546,15983182848.0
9018,1952,1.938,16718630912.0
9019,1953,2.066,17044013056.0
9020,1954,1.784,17496870912.0
9021,1955,1.663,18526443520.0
9022,1956,1.418,18645467136.0
9023,1957,2.319,18914553856.0
9024,1958,1.949,19470209024.0
9025,1959,2.055,19741876224.0
9026,1960,2.257,20461441024.0
9027,1961,2.334,20890710016.0
9028,1962,2.561,21631954944.0
9029,1963,2.532,22093111296.0
9030,1964,2.271,23134775296.0
9031,1965,2.656,23850108928.0
9032,1966,2.66,23609036800.0
9033,1967,2.945,25750589440.0
9034,1968,3.238,27687378944.0
9035,1969,4.315,28778194944.0
9036,1970,3.593,30146121728.0
9037,1971,3.193,29882785792.0
9038,1972,3.538,30521860096.0
9039,1973,3.684,31750252544.0
9040,1974,2.929,32792926208.0
9041,1975,2.893,33538555904.0
9042,1976,2.799,34528292864.0
9043,1977,2.911,36792483840.0
9044,1978,3.436,39092871168.0
9045,1979,3.809,41652559872.0
9046,1980,3.389,43918266368.0
9047,1981,4.006,46696931328.0
9048,1982,4.467,49078292480.0
9049,1983,4.855,51583627264.0
9050,1984,3.852,54113816576.0
9051,1985,3.917,56399376384.0
9052,1986,3.66,59240607744.0
9053,1987,4.027,59820584960.0
9054,1988,3.457,61408886784.0
9055,1989,3.447,63032209408.0
9056,1990,3.831,67098669056.0
9057,1991,4.138,74080436224.0
9058,1992,5.106,71480508416.0
9059,1993,4.975,76299010048.0
9060,1994,5.435,81620721664.0
9061,1995,5.814,85976457216.0
9062,1996,6.971,95501516800.0
9063,1997,7.52,104208875520.0
9064,1998,7.736,101234851840.0
9065,1999,8.517,102672506880.0
9066,2000,10.134,109929504768.0
9067,2001,10.326,106524524544.0
9068,2002,10.948,109263151104.0
9069,2003,10.953,114821947392.0
9070,2004,12.147,120199782400.0
9071,2005,11.935,126997200896.0
9072,2006,11.793,136077287424.0
9073,2007,12.152,144588128256.0
9074,2008,11.987,152344330240.0
9075,2009,12.945,156834529280.0
9076,2010,13.051,168381513728.0
9077,2011,14.886,181535899648.0
9078,2012,15.798,198073286656.0
9079,2013,14.679,204781568000.0
9080,2014,17.691,215248519168.0
9081,2015,19.83,226113847296.0
9082,2016,23.024,236870762496.0
9083,2017,23.03,245345992704.0
9084,2018,20.995,253457137664.0
9085,1908,13.755,21394436096.0
9086,1909,12.67,21702940672.0
9087,1910,13.117,22287446016.0
9088,1911,12.793,23021467648.0
9089,1912,14.188,24073895936.0
9090,1913,15.953,25749800960.0
9091,1914,14.985,26472802304.0
9092,1915,15.102,27574335488.0
9093,1916,15.932,29300115456.0
9094,1917,6.904,27733420032.0
9095,1918,8.115,25748238336.0
9096,1919,7.797,26252490752.0
9097,1920,10.542,28134287360.0
9098,1921,6.133,26935447552.0
9099,1922,10.127,29066827776.0
9100,1923,12.294,30122930176.0
9101,1924,14.642,32302665728.0
9102,1925,13.12,33174960128.0
9103,1926,12.769,34904383488.0
9104,1927,17.875,36133302272.0
9105,1928,16.245,37270962176.0
9106,1929,19.37,39587786752.0
9107,1930,18.932,41414905856.0
9108,1931,18.944,40492462080.0
9109,1932,18.737,39063199744.0
9110,1933,19.517,39866228736.0
9111,1934,21.733,42589589504.0
9112,1935,22.864,44692721664.0
9113,1936,25.048,46291562496.0
9114,1937,28.942,47565803520.0
9115,1938,26.135,49192165376.0
9116,1939,29.3,52948619264.0
9117,1940,18.475,49189085184.0
9118,1941,15.042,47987777536.0
9119,1942,13.022,48606625792.0
9120,1943,15.836,50485710848.0
9121,1944,12.442,52394721280.0
9122,1945,4.549,54413635584.0
9123,1946,17.376,60471001088.0
9124,1947,25.092,66050326528.0
9125,1948,30.801,67604824064.0
9126,1949,26.832,70433284096.0
9127,1950,28.656,75344388096.0
9128,1951,33.437,78314389504.0
9129,1952,34.521,79458000896.0
9130,1953,32.549,81670520832.0
9131,1954,34.494,85106188288.0
9132,1955,39.096,87579721728.0
9133,1956,43.375,90910818304.0
9134,1957,38.843,94988238848.0
9135,1958,42.071,95457558528.0
9136,1959,42.388,98369110016.0
9137,1960,49.171,103590518784.0
9138,1961,48.8,109521281024.0
9139,1962,51.273,114133262336.0
9140,1963,55.313,120204034048.0
9141,1964,60.368,128406020096.0
9142,1965,62.562,133326422016.0
9143,1966,72.517,136109056000.0
9144,1967,68.93,140703449088.0
9145,1968,77.606,145802330112.0
9146,1969,86.381,153105121280.0
9147,1970,92.287,163023568896.0
9148,1971,84.509,164551360512.0
9149,1972,84.703,168328445952.0
9150,1973,87.29,175018737664.0
9151,1974,79.823,180619247616.0
9152,1975,80.76,185219153920.0
9153,1976,88.241,187173830656.0
9154,1977,85.74,184201150464.0
9155,1978,79.476,187418296320.0
9156,1979,84.869,194618703872.0
9157,1980,71.714,197852790784.0
9158,1981,69.389,197824643072.0
9159,1982,62.257,199816642560.0
9160,1983,58.268,203327553536.0
9161,1984,57.308,211401310208.0
9162,1985,62.364,215471751168.0
9163,1986,62.01,220206333952.0
9164,1987,59.695,226880372736.0
9165,1988,57.425,231720042496.0
9166,1989,55.521,237234962432.0
9167,1990,57.58,240234004480.0
9168,1991,57.951,237965099008.0
9169,1992,57.689,235763220480.0
9170,1993,57.726,231559217152.0
9171,1994,60.187,241527455744.0
9172,1995,59.605,251744239616.0
9173,1996,63.522,256500908032.0
9174,1997,58.425,264172109824.0
9175,1998,58.893,276042121216.0
9176,1999,56.032,289704280064.0
9177,2000,54.891,303455109120.0
9178,2001,55.822,308399210496.0
9179,2002,56.792,317464870912.0
9180,2003,57.371,326406144000.0
9181,2004,56.683,341905244160.0
9182,2005,54.066,354498740224.0
9183,2006,53.885,372237959168.0
9184,2007,53.152,387885170688.0
9185,2008,51.07,388983685120.0
9186,2009,47.421,373029306368.0
9187,2010,53.287,399841820672.0
9188,2011,49.405,397621100544.0
9189,2012,46.919,396489588736.0
9190,2013,45.351,401409179648.0
9191,2014,43.478,411859910656.0
9192,2015,43.742,428683493376.0
9193,2016,43.416,443163607040.0
9194,2017,42.704,454543736832.0
9195,2018,42.095,463407448064.0
9196,1928,8.963,38519349248.0
9197,1929,10.264,39898390528.0
9198,1930,9.556,40385732608.0
9199,1931,10.095,41026379776.0
9200,1932,10.223,40004521984.0
9201,1933,9.567,41257545728.0
9202,1934,9.556,41389137920.0
9203,1935,9.475,39384444928.0
9204,1936,9.92,38770094080.0
9205,1937,10.464,41964240896.0
9206,1938,10.458,40279126016.0
9207,1939,11.86,41370853376.0
9208,1940,8.311,41424830464.0
9209,1941,6.625,39210602496.0
9210,1942,5.839,37458640896.0
9211,1943,6.172,37363572736.0
9212,1944,4.45,38799183872.0
9213,1945,1.621,38999060480.0
9214,1946,5.764,48538861568.0
9215,1947,9.446,49858781184.0
9216,1948,10.211,51269570560.0
9217,1949,8.53,50778042368.0
9218,1950,10.233,54173630464.0
9219,1951,12.298,56408117248.0
9220,1952,11.225,57858523136.0
9221,1953,10.333,60833468416.0
9222,1954,12.593,64921862144.0
9223,1955,13.614,69717450752.0
9224,1956,17.061,73188122624.0
9225,1957,17.694,75186372608.0
9226,1958,16.285,76136538112.0
9227,1959,16.602,81354579968.0
9228,1960,19.499,87713521664.0
9229,1961,20.361,95399288832.0
9230,1962,24.123,100820672512.0
9231,1963,29.07,106736648192.0
9232,1964,28.129,113003593728.0
9233,1965,30.329,117686329344.0
9234,1966,31.489,121266331648.0
9235,1967,32.519,125760274432.0
9236,1968,35.981,131196510208.0
9237,1969,38.047,138575265792.0
9238,1970,40.244,147142836224.0
9239,1971,41.888,155328069632.0
9240,1972,42.916,162319728640.0
9241,1973,46.203,167492534272.0
9242,1974,41.427,166140018688.0
9243,1975,39.051,156680781824.0
9244,1976,40.437,156767911936.0
9245,1977,41.038,160630243328.0
9246,1978,42.17,165652381696.0
9247,1979,39.865,169193324544.0
9248,1980,40.491,174991867904.0
9249,1981,38.812,178175066112.0
9250,1982,36.586,178914492416.0
9251,1983,40.023,182090694656.0
9252,1984,39.129,184888541184.0
9253,1985,39.781,193084801024.0
9254,1986,42.247,203695226880.0
9255,1987,40.205,211297730560.0
9256,1988,40.662,217769050112.0
9257,1989,39.419,225335066624.0
9258,1990,44.16,234154442752.0
9259,1991,46.133,236259213312.0
9260,1992,46.017,240475389952.0
9261,1993,43.612,244573601792.0
9262,1994,42.677,252214820864.0
9263,1995,43.419,258065989632.0
9264,1996,44.107,264364883968.0
9265,1997,43.047,275430572032.0
9266,1998,44.623,288736575488.0
9267,1999,44.446,298852253696.0
9268,2000,43.622,316330344448.0
9269,2001,45.077,326784483328.0
9270,2002,43.464,333238534144.0
9271,2003,44.648,339510165504.0
9272,2004,45.238,355558785024.0
9273,2005,45.779,373064302592.0
9274,2006,45.373,395138629632.0
9275,2007,43.369,419030794240.0
9276,2008,44.711,436420476928.0
9277,2009,43.539,434943557632.0
9278,2010,45.046,455990116352.0
9279,2011,40.985,472720965632.0
9280,2012,42.253,477669457920.0
9281,2013,43.188,486174916608.0
9282,2014,39.234,495886106624.0
9283,2015,38.732,500062388224.0
9284,2016,39.185,508579282944.0
9285,2017,38.179,517730729984.0
9286,2018,36.874,531971145728.0
9287,1973,8.974,21165611008.0
9288,1980,11.404,22788636672.0
9289,1981,11.194,22898405376.0
9290,1982,11.404,23009130496.0
9291,1983,11.567,23874287616.0
9292,1984,11.669,24233138176.0
9293,1985,12.578,24508116992.0
9294,1986,12.133,25084403712.0
9295,1987,11.788,24519600128.0
9296,1988,12.722,27608090624.0
9297,1989,12.595,25544376320.0
9298,1990,12.054,25321416704.0
9299,1991,9.739,23089141760.0
9300,1992,7.308,15578967040.0
9301,1993,5.171,13768157184.0
9302,1994,2.355,10806555648.0
9303,1995,2.445,9460370432.0
9304,1996,2.824,8989076480.0
9305,1997,2.15,9105128448.0
9306,1998,2.497,9509147648.0
9307,1999,2.517,9907040256.0
9308,2000,2.234,10735309824.0
9309,2001,2.288,11697939456.0
9310,2002,1.877,12792779776.0
9311,2003,2.071,14027435008.0
9312,2004,2.56,15391066112.0
9313,2005,2.439,16469403648.0
9314,2006,2.655,17531570176.0
9315,2007,3.227,18732054528.0
9316,2008,2.896,20204808192.0
9317,2009,2.444,20972316672.0
9318,2010,2.536,22280812544.0
9319,2011,2.341,23726721024.0
9320,2012,2.933,25517533184.0
9321,2013,2.907,27454017536.0
9322,2014,4.6,29249296384.0
9323,2015,5.302,31037368320.0
9324,2016,6.437,33246705664.0
9325,2017,7.858,35607220224.0
9326,2018,9.108,38206550016.0
9327,1938,0.04,19728660480.0
9328,1950,0.956,26094198784.0
9329,1951,1.091,27943960576.0
9330,1952,1.278,29485821952.0
9331,1953,1.644,32726595584.0
9332,1954,2.05,32462198784.0
9333,1955,2.373,35317682176.0
9334,1956,2.618,35930312704.0
9335,1957,2.922,36335820800.0
9336,1958,3.017,37656809472.0
9337,1959,3.321,42160910336.0
9338,1960,3.709,47266906112.0
9339,1961,4.141,49743294464.0
9340,1962,5.027,53581279232.0
9341,1963,5.562,57963802624.0
9342,1964,7.47,61933268992.0
9343,1965,7.44,66849222656.0
9344,1966,9.465,74363576320.0
9345,1967,12.15,80603447296.0
9346,1968,17.076,87150755840.0
9347,1969,14.54,94018289664.0
9348,1970,15.353,100145348608.0
9349,1971,19.202,105055223808.0
9350,1972,21.76,109423362048.0
9351,1973,24.345,120382742528.0
9352,1974,24.104,125775708160.0
9353,1975,24.236,132015456256.0
9354,1976,28.555,144055664640.0
9355,1977,31.869,158271602688.0
9356,1978,34.741,173964918784.0
9357,1979,36.363,183049027584.0
9358,1980,39.718,191441879040.0
9359,1981,37.523,202771415040.0
9360,1982,37.312,213618819072.0
9361,1983,41.746,225512488960.0
9362,1984,45.117,238519435264.0
9363,1985,47.792,249623871488.0
9364,1986,48.768,263410237440.0
9365,1987,55.717,288520110080.0
9366,1988,65.491,326878396416.0
9367,1989,76.825,366691713024.0
9368,1990,86.705,407627792384.0
9369,1991,95.082,439083565056.0
9370,1992,104.929,476583460864.0
9371,1993,121.567,514625699840.0
9372,1994,133.958,552247492608.0
9373,1995,156.027,593301602304.0
9374,1996,174.617,622895955968.0
9375,1997,182.157,601920897024.0
9376,1998,161.763,552405762048.0
9377,1999,170.28,574009180160.0
9378,2000,173.251,595846889472.0
9379,2001,186.332,612467343360.0
9380,2002,197.139,645971836928.0
9381,2003,205.747,688026353664.0
9382,2004,220.425,726679355392.0
9383,2005,227.314,752297639936.0
9384,2006,231.141,784687300608.0
9385,2007,236.72,822075064320.0
9386,2008,233.188,830943461376.0
9387,2009,246.862,820031258624.0
9388,2010,261.786,876003852288.0
9389,2011,258.979,877821296640.0
9390,2012,276.877,941351305216.0
9391,2013,290.365,967124254720.0
9392,2014,285.98,975956344832.0
9393,2015,289.42,1004624871424.0
9394,2016,288.512,1037065846784.0
9395,2017,293.074,1079232954368.0
9396,2018,282.105,1124031922176.0
9397,1950,0.026,1019640000.0
9398,1951,0.026,1057574976.0
9399,1952,0.044,1095880960.0
9400,1953,0.029,1135772032.0
9401,1954,0.033,1179488000.0
9402,1955,0.04,1220120064.0
9403,1956,0.04,1267284992.0
9404,1957,0.048,1314932992.0
9405,1958,0.048,1363997952.0
9406,1959,0.055,1414889984.0
9407,1960,0.066,1540448000.0
9408,1961,0.092,1644573056.0
9409,1962,0.088,1706776064.0
9410,1963,0.106,1789938048.0
9411,1964,0.132,2047650048.0
9412,1965,0.132,2326976000.0
9413,1966,0.18,2541573120.0
9414,1967,0.198,2683855872.0
9415,1968,0.194,2817341952.0
9416,1969,0.242,3123810048.0
9417,1970,0.275,3203283968.0
9418,1971,0.315,3433679104.0
9419,1972,0.405,3554720000.0
9420,1973,0.412,3404740096.0
9421,1974,0.39,3549624064.0
9422,1975,0.311,3527451904.0
9423,1976,0.322,3511164928.0
9424,1977,0.462,3706286080.0
9425,1978,0.355,4078799872.0
9426,1979,1.381,4324806144.0
9427,1980,0.794,4128071936.0
9428,1981,0.706,3870560000.0
9429,1982,0.818,3726891008.0
9430,1983,0.624,3533698048.0
9431,1984,0.695,3744258048.0
9432,1985,0.659,3879960064.0
9433,1986,0.848,4009116928.0
9434,1987,0.925,3909740032.0
9435,1988,0.963,4305525248.0
9436,1989,1.024,4481862144.0
9437,1990,0.978,4744274944.0
9438,1991,1.05,4804299776.0
9439,1992,1.03,4695574528.0
9440,1993,1.069,3965510912.0
9441,1994,1.007,4562486272.0
9442,1995,1.175,4920022016.0
9443,1996,1.265,5351687680.0
9444,1997,0.879,5606767104.0
9445,1998,1.29,5539430400.0
9446,1999,1.85,5739979264.0
9447,2000,1.331,5742626816.0
9448,2001,1.159,5728350720.0
9449,2002,1.322,5709447680.0
9450,2003,1.805,6045966336.0
9451,2004,1.744,6257432576.0
9452,2005,1.722,6399681536.0
9453,2006,1.501,6714729472.0
9454,2007,1.517,6923652096.0
9455,2008,1.523,7155226112.0
9456,2009,2.741,7467517952.0
9457,2010,2.596,7846071296.0
9458,2011,2.504,8309243904.0
9459,2012,2.216,8791743488.0
9460,2013,1.643,9242968064.0
9461,2014,1.542,9806233600.0
9462,2015,1.863,10346240000.0
9463,2016,2.312,10859799552.0
9464,2017,2.16,11293046784.0
9465,2018,2.208,11866978304.0
9466,1950,2.352,3700992000.0
9467,1951,2.514,4026480896.0
9468,1952,2.796,4164023808.0
9469,1953,2.935,4275324928.0
9470,1954,2.836,4351702528.0
9471,1955,2.722,4959104000.0
9472,1956,2.879,5987520000.0
9473,1957,2.564,6515418112.0
9474,1958,3.477,7050872832.0
9475,1959,3.092,7479275520.0
9476,1960,2.579,8381218816.0
9477,1961,4.598,8747384832.0
9478,1962,7.232,9214892032.0
9479,1963,1.677,9684101120.0
9480,1964,3.792,10015858688.0
9481,1965,5.191,10525291520.0
9482,1966,4.052,10983681024.0
9483,1967,4.634,11213649920.0
9484,1968,4.037,11795876864.0
9485,1969,3.901,12121325568.0
9486,1970,8.99,12549654528.0
9487,1971,8.096,12678761472.0
9488,1972,8.236,13411911680.0
9489,1973,9.39,13633377280.0
9490,1974,10.042,14363102208.0
9491,1975,9.613,14634735616.0
9492,1976,15.911,16033149952.0
9493,1977,16.159,17052215296.0
9494,1978,15.312,19043817472.0
9495,1979,16.707,19923965952.0
9496,1980,16.919,21520183296.0
9497,1981,17.242,22469885952.0
9498,1982,18.405,21154916352.0
9499,1983,16.276,19495335936.0
9500,1984,17.504,20667920384.0
9501,1985,20.723,19821819904.0
9502,1986,17.355,19172167680.0
9503,1987,17.489,18288025600.0
9504,1988,15.833,17577123840.0
9505,1989,16.105,17434560512.0
9506,1990,16.981,17710559232.0
9507,1991,16.968,17719300096.0
9508,1992,19.103,17933883392.0
9509,1993,17.411,17387464704.0
9510,1994,17.024,16889637888.0
9511,1995,16.46,17934968832.0
9512,1996,20.768,18939402240.0
9513,1997,20.56,20073273344.0
9514,1998,19.751,21393889280.0
9515,1999,22.464,22780489728.0
9516,2000,24.191,24005326848.0
9517,2001,26.569,24648445952.0
9518,2002,28.591,26224117760.0
9519,2003,32.251,29582759936.0
9520,2004,32.576,31478241280.0
9521,2005,37.944,32955092992.0
9522,2006,42.414,36774965248.0
9523,2007,45.235,37972471808.0
9524,2008,44.096,38699954176.0
9525,2009,44.22,36471791616.0
9526,2010,46.957,37145100288.0
9527,2011,46.68,36506640384.0
9528,2012,46.176,36978462720.0
9529,2013,45.824,37960331264.0
9530,2014,46.892,37742333952.0
9531,2015,45.56,37523337216.0
9532,2016,39.893,35605774336.0
9533,2017,40.318,34782568448.0
9534,2018,40.328,34697351168.0
9535,1950,1.219,6250082304.0
9536,1951,1.377,6316775936.0
9537,1952,1.443,7094844416.0
9538,1953,1.377,7363862528.0
9539,1954,1.406,7524500480.0
9540,1955,1.596,7134355968.0
9541,1956,1.559,7607077376.0
9542,1957,1.574,7297218048.0
9543,1958,1.446,8247023616.0
9544,1959,1.588,7905441792.0
9545,1960,1.724,8883345408.0
9546,1961,1.765,9650494464.0
9547,1962,1.794,9421841408.0
9548,1963,1.944,10848702464.0
9549,1964,2.753,11318439936.0
9550,1965,2.46,12030743552.0
9551,1966,2.882,12325981184.0
9552,1967,3.083,12245109760.0
9553,1968,3.592,13537296384.0
9554,1969,3.852,14014621696.0
9555,1970,3.739,14847202304.0
9556,1971,4.208,16419088384.0
9557,1972,4.731,19331282944.0
9558,1973,4.823,19208794112.0
9559,1974,5.391,20753291264.0
9560,1975,5.541,22239762432.0
9561,1976,5.841,23993808896.0
9562,1977,6.749,24812912640.0
9563,1978,7.478,26410557440.0
9564,1979,8.75,28142817280.0
9565,1980,9.465,30237857792.0
9566,1981,9.8,31905564672.0
9567,1982,9.493,31737804800.0
9568,1983,11.25,33229307904.0
9569,1984,11.489,35132350464.0
9570,1985,11.871,37105672192.0
9571,1986,11.992,36535414784.0
9572,1987,11.663,38972399616.0
9573,1988,12.377,39018885120.0
9574,1989,13.14,40468770816.0
9575,1990,13.126,43649703936.0
9576,1991,15.364,45587128320.0
9577,1992,14.891,49384853504.0
9578,1993,16.353,50757980160.0
9579,1994,15.777,52754300928.0
9580,1995,15.547,54252470272.0
9581,1996,16.581,58083459072.0
9582,1997,16.747,61515624448.0
9583,1998,17.809,64700510208.0
9584,1999,18.119,68718194688.0
9585,2000,19.672,71818829824.0
9586,2001,20.546,75444600832.0
9587,2002,20.559,76877553664.0
9588,2003,20.926,81240031232.0
9589,2004,21.927,86232260608.0
9590,2005,22.269,89804308480.0
9591,2006,22.602,95016263680.0
9592,2007,23.684,101101846528.0
9593,2008,24.333,105766354944.0
9594,2009,24.321,109299712000.0
9595,2010,27.101,112485031936.0
9596,2011,25.526,110760304640.0
9597,2012,27.136,115304644608.0
9598,2013,27.581,118417268736.0
9599,2014,28.668,121400631296.0
